taxonomy_version,category_type,year,category,label,short_label,supergroup,display_order,paper_count,count,share_of_papers
0.3,primary,2018,humans_faces_hands_avatars,"Humans, Faces, Hands & Avatars",Humans & Avatars,representation_understanding,11,81,9,0.111111
0.3,primary,2018,motion_tracking_dynamic_4d,"Motion, Tracking & Dynamic/4D Vision",Motion & 4D,representation_understanding,12,81,2,0.024691
0.3,primary,2018,rendering_novel_views_appearance,"Rendering, Novel Views & Appearance",Rendering & Novel Views,synthesis_interaction,13,81,4,0.049383
0.3,primary,2018,generation_completion_editing,"Generation, Completion & Editing",Generation & Completion,synthesis_interaction,14,81,5,0.061728
0.3,primary,2018,robotics_embodied_interaction,"Robotics, Embodied Vision & Interaction",Robotics & Embodied Vision,synthesis_interaction,15,81,0,0.0
0.3,primary,2018,datasets_benchmarks_evaluation,"Datasets, Benchmarks & Evaluation",Datasets & Benchmarks,resources_applications,16,81,4,0.049383
0.3,primary,2018,ar_vr_hci_applied_systems,"AR/VR, HCI & Applied 3D Systems",AR/VR & HCI,resources_applications,17,81,0,0.0
0.3,primary,2019,sensing_acquisition_calibration,"Sensing, Acquisition & Calibration",Sensing & Calibration,capture_geometry,1,79,2,0.025316
0.3,primary,2019,depth_stereo_shape_from_x,"Depth, Stereo & Shape-from-X",Depth & Stereo,capture_geometry,2,79,13,0.164557
0.3,primary,2019,multiview_geometry_sfm_photogrammetry,"Multi-view Geometry, SfM & Photogrammetry",Multi-view Geometry & SfM,capture_geometry,3,79,2,0.025316
0.3,primary,2019,registration_correspondence_matching,"Registration, Correspondence & Shape Matching",Registration & Correspondence,capture_geometry,4,79,6,0.075949
0.3,primary,2019,slam_localization_mapping,"SLAM, Localization & Mapping",SLAM & Mapping,capture_geometry,5,79,6,0.075949
0.3,primary,2019,reconstruction_fusion_modeling,"Reconstruction, Fusion & Geometric Modeling",Reconstruction & Fusion,capture_geometry,6,79,7,0.088608
0.3,primary,2019,representations_features,3D Representations & Embeddings,3D Representations & Embeddings,representation_understanding,7,79,6,0.075949
0.3,primary,2019,geometry_shape_processing,Geometry & Shape Processing,Geometry Processing,representation_understanding,8,79,0,0.0
0.3,primary,2019,recognition_detection_retrieval,"Recognition, Detection & Retrieval",Recognition & Detection,representation_understanding,9,79,7,0.088608
0.3,primary,2019,segmentation_scene_understanding,Segmentation & Scene Understanding,Segmentation & Scene Understanding,representation_understanding,10,79,6,0.075949
0.3,primary,2019,humans_faces_hands_avatars,"Humans, Faces, Hands & Avatars",Humans & Avatars,representation_understanding,11,79,7,0.088608
0.3,primary,2019,motion_tracking_dynamic_4d,"Motion, Tracking & Dynamic/4D Vision",Motion & 4D,representation_understanding,12,79,6,0.075949
0.3,primary,2019,rendering_novel_views_appearance,"Rendering, Novel Views & Appearance",Rendering & Novel Views,synthesis_interaction,13,79,5,0.063291
